semaine,patients_vendenheim,patients_schiltigheim,nouveaux_patients,src_doctolib,src_google,src_bouche_a_oreille,src_concordia,src_centre_sante,src_prescripteur,src_site,src_autre,avis_google_vendenheim,avis_google_schiltigheim
2026-09-14,,,,,,,,,,,,40,60
